v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,,,
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,,,
ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,You call him and tell now infront of them. Call him now.,,,
ham,Ok no prob...,,,
ham,"Probably not, I'm almost out of gas and I get some cash tomorrow",,,
ham,I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,,,
ham,I'm leaving my house now.,,,
ham,Sry da..jst nw only i came to home..,,,
ham,"That's cool he'll be here all night, lemme know when you're around",,,
ham,Are you staying in town ?,,,
ham,Ok u can take me shopping when u get paid =D,,,
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,,,
ham,A guy who gets used but is too dumb to realize it.,,,
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",,,
ham,Thats cool princess! I will cover your face in hot sticky cum :),,,
ham,"K will do, addie &amp; I are doing some art so I'll be here when you get home",,,
ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",,,
ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..,,,
ham,"Yup. Anything lor, if u dun wan it's ok...",,,
ham,"I'm home, my love ... If your still awake ... *loving kiss*",,,
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",,,
ham,"There'll be a minor shindig at my place later tonight, you interested?",,,
ham,I've reached already.,,,
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,,,
ham,"Not for possession, especially not first offense",,,
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",,,
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,,,
ham,Well boy am I glad G wasted all night at applebees for nothing,,,
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,,,
ham,U wan 2 haf lunch i'm in da canteen now.,,,
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",,,
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,,,
ham,Sen told that he is going to join his uncle finance in cbe,,,
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,,,
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",,,
ham,I dont know why she.s not getting your messages,,,
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",,,
ham,Sorry for the delay. Yes masters,,,
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",,,
ham,ÌÏ no home work to do meh... ,,,
ham,:-) :-),,,
ham,Lol no. Just trying to make your day a little more interesting,,,
ham,"How long before you get reply, just defer admission til next semester",,,
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",,,
ham,I hope your pee burns tonite.,,,
ham,Yay can't wait to party together!,,,
ham,....photoshop makes my computer shut down.,,,
ham,I need details about that online job.,,,
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a å£150 prize. To collect is easy. Just call 09061743386 ,,,
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,,,
ham,S.this will increase the chance of winning.,,,
ham,Maybe you should find something else to do instead???,,,
ham,I liked your new house,,,
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",,,
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"," always give response 2 who cares 4 U\""... Gud night..swt dreams..take care""",,
ham,Nokia phone is lovly..,,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",,,
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,,,
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,,,
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,,,
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,,,
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,,,
ham,Its worse if if uses half way then stops. Its better for him to complete it.,,,
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,,,
ham,Convey my regards to him,,,
ham,2 and half years i missed your friendship:-),,,
ham,I cant pick the phone right now. Pls send a message,,,
spam,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,,,
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,,,
ham,I am on the way to tirupur.,,,
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",,,
ham,"Just dropped em off, omw back now",,,
ham,Ok... Let u noe when i leave my house.,,,
spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",,,
ham,Match started.india  &lt;#&gt;  for 2,,,
ham,Once free call me sir.,,,
ham,Hey do you want anything to buy:),,,
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",,,
ham,ÌÏ go home liao? Ask dad to pick me up at 6...,,,
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",,,
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,,,
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,,,
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,,,
ham,I want  &lt;#&gt;  rs da:)do you have it?,,,
ham,I want to see your pretty pussy...,,,
ham,"A few people are at the game, I'm at the mall with iouri and kaila",,,
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,,,
ham,Hey come online! Use msn... We are all there,,,
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,,,
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",,,
ham,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,,,
ham,I said its okay. Sorry,,,
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,,,
ham,Networking job is there.,,,
ham,That's y u haf 2 keep me busy...,,,
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,,,
ham,\HEY KATE," HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\""""",,
ham,Can you talk with me..,,,
ham,You still around? Looking to pick up later,,,
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,,,
ham,Oh k. . I will come tomorrow,,,
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,
ham,I think the other two still need to get cash but we can def be ready by 9,,,
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,
ham,"It's cool, we can last a little while. Getting more any time soon?",,,
ham,I was gonna ask you lol but i think its at 7,,,
ham,Go chase after her and run her over while she's crossing the street,,,
ham,"* Was really good to see you the other day dudette, been missing you!",,,
ham,How many times i told in the stage all use to laugh. You not listen aha.,,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
ham,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,,,
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,
ham,Lmao you know me so well...,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,,,
ham,"Geeeee ... Your internet is really bad today, eh ?",,,
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,,,
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
ham,\Keep ur problems in ur heart," b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""",,
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,,,
ham,I wont do anything de.,,,
ham,"St andre, virgil's cream",,,
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,
ham,Gokila is talking with you aha:),,,
ham,"Aight, call me once you're close",,,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,,
ham,Thanks. Fills me with complete calm and reassurance! ,,,
ham,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,,,
ham,"Hi Chikku, send some nice msgs",,,
ham,Sday only joined.so training we started today:),,,
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,,,
ham,I'm in office now da:)where are you?,,,
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
ham,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,
ham,Ok... Then r we meeting later?,,,
ham,Ok leave no need to ask,,,
ham,ÌÏ still got lessons?  ÌÏ in sch?,,,
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
ham,Now i'm going for lunch.,,,
ham,"Aight, text me tonight and we'll see what's up",,,
ham,U 2.,,,
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
ham,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,
ham,I'm in town now so i'll jus take mrt down later.,,,
ham,I uploaded mine to Facebook,,,
ham,"Sorry, I'll call later",,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,,,
ham,Me fine..absolutly fine,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,
ham,I will reach ur home in  &lt;#&gt;  minutes,,,
ham,I keep ten rs in my shelf:) buy two egg.,,,
ham,I am late. I will be there at,,,
ham,If I die I want u to have all my stuffs.,,,
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
ham,Prabha..i'm soryda..realy..frm heart i'm sory,,,
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
ham,Hey what how about your project. Started aha da.,,,
ham,Yeah I can still give you a ride,,,
ham,Its a part of checking IQ,,,
ham,U come n search tat vid..not finishd..,,,
ham,"K I'm leaving soon, be there a little after 9",,,
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,
ham,Please tell me not all of my car keys are in your purse,,,
ham,I didnt get anything da,,,
ham,1 in cbe. 2 in chennai.,,,
ham,Gud ni8.swt drms.take care,,,
ham,Anything lar then Ì_ not going home 4 dinner?,,,
ham,So u wan 2 come for our dinner tonight a not?,,,
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",,,
ham,Its too late:)but its k.wish you the same.,,,
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
ham,"Vikky, come around  &lt;TIME&gt; ..",,,
ham,Sent me ur email id soon,,,
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
ham,Dear where you. Call me,,,
ham,Xy trying smth now. U eat already? We havent...,,,
ham,Well good morning mr . Hows london treatin' ya treacle?,,,
ham,Ill be at yours in about 3 mins but look out for me,,,
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,,,
ham,But we havent got da topic yet rite?,,,
ham,Aah bless! How's your arm?,,,
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",,,
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",,,
ham,What makes you most happy?,,,
ham,Wishing you a wonderful week.,,,
ham,Dude im no longer a pisces. Im an aquarius now.,,,
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",,,
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",,,
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
ham,Good morning princess! Have a great day!,,,
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,,,
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,,,
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,,,
ham,Somebody set up a website where you can play hold em using eve online spacebucks,,,
ham,I'm at work. Please call,,,
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,,,
ham,Nt joking seriously i told,,,
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",,,
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,,,
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,,,
ham,So how many days since then?,,,
ham,There is a first time for everything :),,,
ham,I ask if u meeting da ge tmr nite...,,,
ham,Nope. I just forgot. Will show next week,,,
ham,Ok k..sry i knw 2 siva..tats y i askd..,,,
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,,,
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",,,
ham,You're gonna have to be way more specific than that,,,
ham,"\What are youdoing later? Sar xxx\""""",,,
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!",,,
ham,Im just wondering what your doing right now?,,,
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,,,
spam,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",,,
ham,"Sorry, I'll call later",,,
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,,,
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,,,
ham,U GOIN OUT 2NITE?,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
ham,Well obviously not because all the people in my cool college life went home ;_;,,,
spam,URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,,,
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",,,
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,,,
ham,Ofcourse I also upload some songs,,,
ham,Oh thanks a lot..i already bought 2 eggs ..,,,
ham,K. I will sent it again,,,
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,,,
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",,,
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,,,
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,,,
ham,I went to project centre,,,
ham,"ItÛ÷s reassuring, in this crazy world.",,,
ham,"Just making dinner, you ?",,,
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,,,
ham,Oh... Okie lor...We go on sat... ,,,
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",,,
ham,No. I dont want to hear anything,,,
ham,You are a big chic. Common. Declare,,,
ham,Thats cool. I want to please you...,,,
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,,,
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,,,
ham,Hi its in durban are you still on this number,,,
ham,Ic. There are a lotta childporn cars then.,,,
ham,"No, I was trying it all weekend ;V",,,
ham,"Cool, what time you think you can get here?",,,
ham,Wen did you get so spiritual and deep. That's great,,,
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,,,
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,,,
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,,,
ham,Anything lor. Juz both of us lor.,,,
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,,,
ham,Why don't you wait 'til at least wednesday to see if you get your .,,,
ham,Will Ì_ b going to esplanade fr home?,,,
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,,,
